UniprotID	logFC	AveExpr	t	P.Value	adj.P.Val	B	PG.Genes	PG.ProteinDescriptions	contrast
Q9H4L5	1.19684561452768	13.2743171581241	5.48063846595026	7.18090233433876e-05	0.00035492177487859	1.41561971587641	OSBPL3	Oxysterol-binding protein-related protein 3	AMP_vs_Beads_str
Q8WUB8	5.97351407999031	12.9387154535554	5.51201840789789	7.18898803503304e-05	0.00035492177487859	1.42647636347705	PHF10	PHD finger protein 10	AMP_vs_Beads_str
P50750	0.69125820699384	19.2719145378109	5.47624921295883	7.23890173664968e-05	0.000356837886220737	1.40739601265998	CDK9	Cyclin-dependent kinase 9	AMP_vs_Beads_str
O43847	-1.04784602488254	15.26526142751	-5.46384245731465	7.4054935895881e-05	0.00036449090960086	1.38413747377464	NRDC	Nardilysin	AMP_vs_Beads_str
Q9BRP4	-1.01440186617538	14.6189056455741	-5.4591080840366	7.47011095676317e-05	0.00036710912255408	1.37525694863647	PAAF1	Proteasomal ATPase-associated factor 1	AMP_vs_Beads_str
Q9NZC9	-1.42263956961794	12.7136674499221	-5.45594526964982	7.51360523062392e-05	0.000368682858186645	1.36932270021171	SMARCAL1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	AMP_vs_Beads_str
Q9BVP2	1.81378950442327	12.2855972264711	5.44568772736047	7.65648516166715e-05	0.000375121087036558	1.35006821489182	GNL3	Guanine nucleotide-binding protein-like 3	AMP_vs_Beads_str
P35610	3.082082852904	13.2395210915831	5.44083303698096	7.72508942162671e-05	0.00037790620093011	1.34095081283858	SOAT1	Sterol O-acyltransferase 1	AMP_vs_Beads_str
Q12955	-1.47768299050411	12.5876006596005	-5.4389234491644	7.75224968681661e-05	0.000378200147217384	1.33736367590013	ANK3	Ankyrin-3	AMP_vs_Beads_str
O00151	-2.36801751054217	14.3429734566605	-5.44220266037008	7.75463276341804e-05	0.000378200147217384	1.33836274341714	PDLIM1	PDZ and LIM domain protein 1	AMP_vs_Beads_str
Q9ULR0	-1.14643837017603	13.7273088755637	-5.43251925789759	7.84406413616354e-05	0.000381697011392551	1.32533012381426	ISY1	Pre-mRNA-splicing factor ISY1 homolog	AMP_vs_Beads_str
P47756	-1.75297105379769	15.0947626171703	-5.43210203601141	7.85008477070555e-05	0.000381697011392551	1.32454597948068	CAPZB	F-actin-capping protein subunit beta	AMP_vs_Beads_str
Q96CW1	-0.741906677566636	16.4117948941473	-5.43028781008003	7.87632049526752e-05	0.000382394170268728	1.32113599203317	AP2M1	AP-2 complex subunit mu	AMP_vs_Beads_str
O43678	-1.27109986992923	14.761288908261	-5.42026486822625	8.02291522461187e-05	0.000388923824010596	1.30228957733691	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	AMP_vs_Beads_str
Q13151	0.914095650511914	16.9703351357089	5.39958126814541	8.33446655847839e-05	0.000403418306008276	1.2633577513085	HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	AMP_vs_Beads_str
P84090	1.55496069146388	18.9927299667271	5.40043071881817	8.46198256151993e-05	0.000408974615830452	1.25134250705373	ERH	Enhancer of rudimentary homolog	AMP_vs_Beads_str
P29558	-1.07048482101908	15.2760899639815	-5.389198777403	8.49556928558766e-05	0.000409981376634816	1.2437950571384	RBMS1	RNA-binding motif, single-stranded-interacting protein 1	AMP_vs_Beads_str
Q9H9J2	0.868371696893959	16.3547521094234	5.38722484856703	8.52656259570071e-05	0.0004108601526624	1.24007425647708	MRPL44	39S ribosomal protein L44, mitochondrial	AMP_vs_Beads_str
Q12769	2.34798210120671	12.6071227664304	5.37563236446928	8.71096646270128e-05	0.000419117458250328	1.21821294639211	NUP160	Nuclear pore complex protein Nup160	AMP_vs_Beads_str
Q9UET6	0.868295194276763	16.193315157524	5.37271294847278	8.7580560836207e-05	0.000420753247425365	1.21270482339194	FTSJ1	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	AMP_vs_Beads_str
O95429	-1.2736555701178	13.0164608909855	-5.36792395016612	8.83587525730846e-05	0.000423307159833436	1.20366702622339	BAG4	BAG family molecular chaperone regulator 4	AMP_vs_Beads_str
P56705	6.27457821401374	12.2189967333237	5.39734295102452	8.85326359271468e-05	0.000423307159833436	1.21343286826946	WNT4	Protein Wnt-4	AMP_vs_Beads_str
Q9H000	5.19464161684407	13.2250344799147	5.39684813726715	8.86125594767265e-05	0.000423307159833436	1.21250997562701	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2	AMP_vs_Beads_str
Q8WXI9	-1.55310227238505	12.9429736297201	-5.36609909085222	8.86571714285004e-05	0.000423307159833436	1.20022240236596	GATAD2B	Transcriptional repressor p66-beta	AMP_vs_Beads_str
Q9BQ39	2.75660100736906	14.3835896783765	5.39224660883581	8.87706987329607e-05	0.000423307159833436	1.20929249631913	DDX50	ATP-dependent RNA helicase DDX50	AMP_vs_Beads_str
P21953	-1.18503038943366	16.1895630628905	-5.35424929796994	9.06206116753064e-05	0.000431488364332496	1.17784455913754	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	AMP_vs_Beads_str
P49748	-3.53016359457062	12.633646599532	-5.34960023359446	9.14032217971589e-05	0.000434570939136196	1.16906024425179	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	AMP_vs_Beads_str
Q9HD34	-7.1803400937388	10.478404267885	-5.34385069636177	9.23808017775741e-05	0.000438570010211408	1.15819291264211	LYRM4	LYR motif-containing protein 4	AMP_vs_Beads_str
Q9Y3D3	1.142654084992	15.6601175247084	5.34134601720038	9.28100560651949e-05	0.000439957994385747	1.15345748498075	MRPS16	28S ribosomal protein S16, mitochondrial	AMP_vs_Beads_str
O14967	-1.84865972988935	13.8019845443138	-5.33932484150439	9.31579571113927e-05	0.000440956810244501	1.14963562038312	CLGN	Calmegin	AMP_vs_Beads_str
Q06265	0.995339512236445	16.7071719431707	5.32385248541676	9.58664603178254e-05	0.000453110005090428	1.12036209444675	EXOSC9	Exosome complex component RRP45	AMP_vs_Beads_str
Q8NHM4	-1.54112012499845	25.414960652373	-5.31532187679916	9.73946278080595e-05	0.000459656877790166	1.10420969602535	PRSS3P2	Putative trypsin-6	AMP_vs_Beads_str
O43181	-1.84314760678487	13.0435729727803	-5.30835086680412	9.8662180875305e-05	0.000464956377321452	1.0910037188385	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	AMP_vs_Beads_str
Q12872	1.35774237065636	13.0741899126059	5.30663602004363	9.89766119503838e-05	0.00046509969790662	1.08775417813288	SFSWAP	Splicing factor, suppressor of white-apricot homolog	AMP_vs_Beads_str
Q99848	2.67116259756229	15.1370404911491	5.33629952673342	9.89820141157835e-05	0.00046509969790662	1.09934633594842	EBNA1BP2	Probable rRNA-processing protein EBP2	AMP_vs_Beads_str
P39748	1.67891945807422	15.7252554684371	5.28414388772043	0.000103565640005198	0.00048592695909008	1.04223028884669	FEN1	Flap endonuclease 1	AMP_vs_Beads_str
Q13619	-4.665229896791	11.4231705026929	-5.28018981665454	0.000103959678631441	0.000487064733413197	1.0375946409049	CUL4A	Cullin-4A	AMP_vs_Beads_str
Q9HDC9	-1.51245900547611	16.2460855067551	-5.27305949768614	0.00010534727000996	0.00049284734470453	1.02405627047655	APMAP	Adipocyte plasma membrane-associated protein	AMP_vs_Beads_str
Q13033	-1.9099486063427	12.9625628211773	-5.26230768784178	0.00010747606973594	0.000502075709493186	1.00363011456838	STRN3	Striatin-3	AMP_vs_Beads_str
O60684	1.13795554684547	16.1726239013541	5.25663019482513	0.000108618144774154	0.000506674480847793	0.992838446810579	KPNA6	Importin subunit alpha-7	AMP_vs_Beads_str
P30153	-0.954973043169755	16.7392118733938	-5.25233029292031	0.000109491481805065	0.000510008148581855	0.984662689955325	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	AMP_vs_Beads_str
Q8NHP8	-1.14584300922447	14.3708381598723	-5.25080097819608	0.000109803849010742	0.000510722967757632	0.98175434114507	PLBD2	Putative phospholipase B-like 2	AMP_vs_Beads_str
P09661	0.949929426630554	17.2459136939065	5.24745516667857	0.000110490469772655	0.000513173944868951	0.975390518034029	SNRPA1	U2 small nuclear ribonucleoprotein A'	AMP_vs_Beads_str
Q5T4S7	-0.840569963277405	15.1554706092401	-5.24615682092249	0.00011075811208142	0.000513674707402143	0.972920666921512	UBR4	E3 ubiquitin-protein ligase UBR4	AMP_vs_Beads_str
O00399	-1.30498150190576	14.2492630597842	-5.23200564607772	0.000113719248132499	0.00052625455962767	0.945987672485085	DCTN6	Dynactin subunit 6	AMP_vs_Beads_str
P62753	1.79866419994125	18.0532044049691	5.26035803884555	0.000113798045719113	0.00052625455962767	0.956768667568658	RPS6	40S ribosomal protein S6	AMP_vs_Beads_str
P17987	-0.512420111336862	18.4021074997465	-5.22194315792673	0.000115874699204313	0.000534696718774268	0.926821811372774	TCP1	T-complex protein 1 subunit alpha	AMP_vs_Beads_str
O00193	-1.01530364839838	14.026298826709	-5.22156594439193	0.000115956320157332	0.000534696718774268	0.926103103459452	SMAP	Small acidic protein	AMP_vs_Beads_str
Q93008	-0.816488498611225	14.8967792355949	-5.2154943694222	0.000117278315589745	0.000540017917343038	0.914532548340059	USP9X	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	AMP_vs_Beads_str
O00442	1.14268910868815	15.1340591016894	5.21205856891764	0.000118033326871724	0.000542716899235653	0.907983022362275	RTCA	RNA 3'-terminal phosphate cyclase	AMP_vs_Beads_str
Q99436	-2.35311963527852	13.4384619268606	-5.21044433696976	0.00011838979049568	0.000543578266647309	0.904905392781092	PSMB7	Proteasome subunit beta type-7	AMP_vs_Beads_str
P47755	-1.80560074134322	14.5934421110677	-5.20660663620947	0.000119241742400848	0.00054670893020874	0.897587342860939	CAPZA2	F-actin-capping protein subunit alpha-2	AMP_vs_Beads_str
Q9UHA4	-1.10006570296715	14.9227646707343	-5.20295793293788	0.000120057634704417	0.000549665581111108	0.890628066238605	LAMTOR3	Ragulator complex protein LAMTOR3	AMP_vs_Beads_str
O14561	-1.11378475869874	14.7120812260625	-5.19848920426776	0.000121064787788429	0.000553488233217655	0.882102578973141	NDUFAB1	Acyl carrier protein, mitochondrial	AMP_vs_Beads_str
P49750	3.05033212874278	13.7620823429041	5.20788737061097	0.000121256791880126	0.000553578592475462	0.884632521260231	YLPM1	YLP motif-containing protein 1	AMP_vs_Beads_str
Q15287	1.46064267194268	12.4384096069425	5.19584314194198	0.000121665278153455	0.000554655608489653	0.877053277656922	RNPS1	RNA-binding protein with serine-rich domain 1	AMP_vs_Beads_str
Q96MG8	-1.61550179554974	13.3900879356531	-5.19456075149154	0.000121957410769704	0.000555199884155565	0.874605880550151	PCMTD1	Protein-L-isoaspartate O-methyltransferase domain-containing protein 1	AMP_vs_Beads_str
P08238	-0.837408333522809	18.8327207994771	-5.18848717541012	0.000123350903292494	0.000560749368008592	0.863012030808582	HSP90AB1	Heat shock protein HSP 90-beta	AMP_vs_Beads_str
Q5SXM8	-1.18563849246462	14.6438805191904	-5.18706022751522	0.000123680684057137	0.000561454404745251	0.860287497254332	DNLZ	DNL-type zinc finger protein	AMP_vs_Beads_str
Q9NWT1	-1.73070806235617	13.3618732090216	-5.17754418286974	0.000125903434420416	0.000570738558853621	0.842111955962864	PAK1IP1	p21-activated protein kinase-interacting protein 1	AMP_vs_Beads_str
Q01433	-1.15542576698894	13.8166859529818	-5.1592260569168	0.00013029952776468	0.000589283004205142	0.807094545789284	AMPD2	AMP deaminase 2	AMP_vs_Beads_str
Q8TE02	-1.54556574593531	14.738274552798	-5.15897452142136	0.000130360988173571	0.000589283004205142	0.806613430033353	ELP5	Elongator complex protein 5	AMP_vs_Beads_str
O15371	-0.754514126682842	16.722191849829	-5.1563953075946	0.000130992932088922	0.000590616700834227	0.801679701493482	EIF3D	Eukaryotic translation initiation factor 3 subunit D	AMP_vs_Beads_str
P19387	-1.09969068979849	14.4681108756926	-5.15627064873851	0.000131023555598881	0.000590616700834227	0.801441224251247	POLR2C	DNA-directed RNA polymerase II subunit RPB3	AMP_vs_Beads_str
Q8NBJ5	-0.795284789816179	14.981596103223	-5.15256961924602	0.000131936133679787	0.000593897386059992	0.79436018331559	COLGALT1	Procollagen galactosyltransferase 1	AMP_vs_Beads_str
Q12857	1.95157186734798	13.3781867761295	5.14992178545169	0.000132593061675605	0.000595497199513882	0.789293200432238	NFIA	Nuclear factor 1 A-type	AMP_vs_Beads_str
P04844	-0.869980718121786	14.5246110478376	-5.14964430056795	0.00013266210169631	0.000595497199513882	0.788762148750636	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	AMP_vs_Beads_str
Q8IYB3	8.17872762555379	9.87509747794083	5.14743504156161	0.000133213110451887	0.00059713659273691	0.784533739585338	SRRM1	Serine/arginine repetitive matrix protein 1	AMP_vs_Beads_str
Q9NYB9	-0.940373522727519	15.6445805518922	-5.13686974569914	0.000135881172035981	0.000608248031927081	0.764304441156093	ABI2	Abl interactor 2	AMP_vs_Beads_str
O43719	-1.83587127745633	15.092879421213	-5.13331846436557	0.000138172320219968	0.000617643723486756	0.74945611298291	HTATSF1	HIV Tat-specific factor 1	AMP_vs_Beads_str
Q15019	-1.0933909833085	14.4628935713964	-5.12366366128027	0.000139294175686972	0.000621042469714452	0.739000613853469	SEPTIN2	Septin-2	AMP_vs_Beads_str
O94832	-1.45642080638645	13.1336560143178	-5.12356841895387	0.000139319110349757	0.000621042469714452	0.738818049199788	MYO1D	Unconventional myosin-Id	AMP_vs_Beads_str
O43670	1.04977075707411	15.2310905600964	5.12197417726137	0.000139737173823261	0.000622043319484712	0.735761981339316	ZNF207	BUB3-interacting and GLEBS motif-containing protein ZNF207	AMP_vs_Beads_str
P14735	-1.1992619469944	13.7619609311658	-5.11920252718589	0.000140467090101485	0.000624427700672439	0.730448191445685	IDE	Insulin-degrading enzyme	AMP_vs_Beads_str
Q14974	-1.13141279337099	14.7021493117634	-5.09890468943793	0.000145934382226924	0.000647835779664826	0.691506327766596	KPNB1	Importin subunit beta-1	AMP_vs_Beads_str
Q15904	-1.39377959879435	12.5468336372391	-5.09469704687246	0.000147095047865709	0.000652087563917778	0.683427948377472	ATP6AP1	V-type proton ATPase subunit S1	AMP_vs_Beads_str
Q9BWW4	0.951085528919627	14.9520906895349	5.09069524688771	0.000148207804916691	0.000656115544080229	0.675742892158718	SSBP3	Single-stranded DNA-binding protein 3	AMP_vs_Beads_str
P84098	1.02563871350917	16.7077164074711	5.08951131268903	0.000148538683109045	0.000656339454613814	0.67346891409018	RPL19	60S ribosomal protein L19	AMP_vs_Beads_str
Q8NBX0	-0.988311798819236	14.9030864316883	-5.0890535928726	0.000148666808636856	0.000656339454613814	0.672589730393504	SCCPDH	Saccharopine dehydrogenase-like oxidoreductase	AMP_vs_Beads_str
P23508	-1.29214021467321	14.578390481192	-5.08796286879802	0.000148972587119377	0.000656787235941947	0.670494581928001	MCC	Colorectal mutant cancer protein	AMP_vs_Beads_str
Q9NVP1	2.16821760238406	12.6648079788251	5.08536170539914	0.000149704440761014	0.000659109688501233	0.66549751484715	DDX18	ATP-dependent RNA helicase DDX18	AMP_vs_Beads_str
Q15024	1.06371399781769	16.2352637338108	5.07764739879161	0.000151896885059221	0.000667847590397175	0.650673107505423	EXOSC7	Exosome complex component RRP42	AMP_vs_Beads_str
Q6P2E9	1.30502783746184	12.8275241026915	5.07413469350444	0.000152906205504595	0.000671366864059793	0.643920577736023	EDC4	Enhancer of mRNA-decapping protein 4	AMP_vs_Beads_str
Q86TI2	-1.11202516080247	13.3375616849387	-5.07017932850538	0.00015405103450305	0.000674721620600551	0.636315438481811	DPP9	Dipeptidyl peptidase 9	AMP_vs_Beads_str
Q8WUQ7	2.2496767979414	13.3324762104028	5.07004480111623	0.000154090127417798	0.000674721620600551	0.636056746045829	CACTIN	Cactin	AMP_vs_Beads_str
P52732	-1.53807025501903	12.7030786840921	-5.06886172402352	0.000154434365788591	0.000675308913802085	0.633781633240833	KIF11	Kinesin-like protein KIF11	AMP_vs_Beads_str
P48426;P78356	-1.76267102029945	13.4103602727443	-5.0531414186461	0.000159084817915549	0.000694699191277956	0.603535713166648	PIP4K2A;PIP4K2B	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha;Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	AMP_vs_Beads_str
O00148	-0.823182346613184	14.6198109294621	-5.05115917381223	0.00015968142349505	0.000696358338009623	0.599719886848038	DDX39A	ATP-dependent RNA helicase DDX39A	AMP_vs_Beads_str
Q13573	0.83263801657221	14.3427101710291	5.04960382555331	0.000160151165473166	0.000697460495705632	0.596725527723685	SNW1	SNW domain-containing protein 1	AMP_vs_Beads_str
Q96MI9	-2.20580264116432	13.1117626065471	-5.04784073287304	0.000160685380165074	0.000698840070163124	0.593330889495239	AGBL1	Cytosolic carboxypeptidase 4	AMP_vs_Beads_str
Q4VC05;Q8WUZ0;Q9BQE9	0.928202394047121	15.1250424539153	5.04320592579465	0.000162098537027998	0.000703948183082296	0.584405418926637	BCL7A;BCL7C;BCL7B	B-cell CLL/lymphoma 7 protein family member A;B-cell CLL/lymphoma 7 protein family member C;B-cell CLL/lymphoma 7 protein family member B	AMP_vs_Beads_str
P61803	-1.3121747340397	14.7186417390405	-5.04255527746748	0.000162297947624138	0.000703948183082296	0.583152241081831	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	AMP_vs_Beads_str
P22695	-0.927430382083312	13.5168801212701	-5.04020693117532	0.000163019783087409	0.000706126122429828	0.578628825768496	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	AMP_vs_Beads_str
O95182	-2.53706208877568	11.4761996066411	-5.03901659276107	0.000163386938043314	0.000706409882008845	0.57633574419036	NDUFA7	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	AMP_vs_Beads_str
O95817	-1.87219884592985	12.5748304068565	-5.03857010421217	0.000163524876233535	0.000706409882008845	0.575475582572912	BAG3	BAG family molecular chaperone regulator 3	AMP_vs_Beads_str
P62899	1.19932838868652	17.5604050947447	5.03726377722264	0.000163929145617616	0.00070720573693291	0.572958811185434	RPL31	60S ribosomal protein L31	AMP_vs_Beads_str
P29692	-0.454136256756716	17.9483609203935	-5.03619287083294	0.000164261330908264	0.000707688897505577	0.570895458898061	EEF1D	Elongation factor 1-delta	AMP_vs_Beads_str
O60783	1.40728326185292	13.6974470398346	5.03060447333435	0.000166006139903757	0.000714248639425269	0.560126018964705	MRPS14	28S ribosomal protein S14, mitochondrial	AMP_vs_Beads_str
P33176	-0.888517392822713	14.8505365002803	-5.02620973573381	0.000167391732466604	0.000718724153891049	0.551654438863777	KIF5B	Kinesin-1 heavy chain	AMP_vs_Beads_str
P06899;P23527;P33778;Q16778	1.21271748401157	17.1615208262874	5.02588816403816	0.000167493587823396	0.000718724153891049	0.55103447189584	H2BC11;H2BC17;H2BC3;H2BC21	Histone H2B type 1-J;Histone H2B type 1-O;Histone H2B type 1-B;Histone H2B type 2-E	AMP_vs_Beads_str
Q8WWM7	-0.958116747993145	20.0871627909921	-5.02360727955585	0.000168217883824846	0.000720869704817406	0.5466367608268	ATXN2L	Ataxin-2-like protein	AMP_vs_Beads_str
P62136	-1.04072211764948	14.5201800348917	-5.01359151252794	0.000171436969127575	0.00073368630995476	0.527318782596007	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	AMP_vs_Beads_str
Q9Y221	3.99450683250355	12.7631208481583	5.02768293415354	0.000172189603698196	0.00073498976622821	0.529818088022956	NIP7	60S ribosome subunit biogenesis protein NIP7 homolog	AMP_vs_Beads_str
P82909	-1.94167251334672	13.9744809567448	-5.01124931904322	0.000172198909138097	0.00073498976622821	0.522799654121352	MRPS36	28S ribosomal protein S36, mitochondrial	AMP_vs_Beads_str
P62304	1.27552910278453	17.9653457632106	5.00797069682241	0.000173271369316508	0.000738586446927395	0.516472718969188	SNRPE	Small nuclear ribonucleoprotein E	AMP_vs_Beads_str
O60762	1.33389820349333	14.4834085875403	5.00683218946889	0.000173645397656842	0.00073920040803853	0.514275401224213	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	AMP_vs_Beads_str
P38159	0.960502987646699	15.2506416296668	5.00418977437951	0.000174516720552627	0.000741926904571619	0.509174991024357	RBMX	RNA-binding motif protein, X chromosome	AMP_vs_Beads_str
