UniprotID	logFC	AveExpr	t	P.Value	adj.P.Val	B	PG.Genes	PG.ProteinDescriptions	contrast
Q9UHV9	-0.988765325858408	14.6692705325121	-6.27436116356214	1.75065065814466e-05	0.000111638714588828	2.86079337445442	PFDN2	Prefoldin subunit 2	AMP_vs_Beads_str
Q9NWU5	1.15378655091058	14.5489990142635	6.27065318673242	1.76187628024122e-05	0.000111930094405877	2.85424147216868	MRPL22	39S ribosomal protein L22, mitochondrial	AMP_vs_Beads_str
O75935	-0.986731269692426	14.5283227899269	-6.2700269273609	1.76377965707579e-05	0.000111930094405877	2.85313469945909	DCTN3	Dynactin subunit 3	AMP_vs_Beads_str
Q9NPD3	1.21298967507388	17.2009536903467	6.26813276525071	1.76954965148033e-05	0.000111930094405877	2.84978686281914	EXOSC4	Exosome complex component RRP41	AMP_vs_Beads_str
Q86Y39	-9.21367665785047	11.3523837235736	-6.31067270408763	1.77232356928612e-05	0.000111930094405877	2.86162779136373	NDUFA11	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	AMP_vs_Beads_str
Q16718	-1.36301844470085	15.8633765790917	-6.2671232846562	1.77263279566246e-05	0.000111930094405877	2.84800245337202	NDUFA5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	AMP_vs_Beads_str
P06753	-2.31000677763839	16.1944800413348	-6.29912148512633	1.79166739684443e-05	0.00011291017673447	2.84890033689708	TPM3	Tropomyosin alpha-3 chain	AMP_vs_Beads_str
O00469	-1.22796946331955	14.5703122914164	-6.25693674417699	1.80406082115914e-05	0.000113468717792671	2.82998830440727	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	AMP_vs_Beads_str
P05388	1.04000034092379	18.8412032946371	6.24119589345941	1.85377685511289e-05	0.000116367945553376	2.80212350592857	RPLP0	60S acidic ribosomal protein P0	AMP_vs_Beads_str
Q15527	3.27637201556556	14.9108286588654	6.28201937631295	1.86079527367228e-05	0.000116580818900248	2.81165064998464	SURF2	Surfeit locus protein 2	AMP_vs_Beads_str
Q9NQX3	-1.29921897638008	14.5065676684167	-6.23214037940923	1.8830254958603e-05	0.000117744045597179	2.7860776956559	GPHN	Gephyrin	AMP_vs_Beads_str
Q96S59	-1.40007190582069	14.3397935280369	-6.2024435781358	1.98237888403754e-05	0.000123715839481489	2.73337721208415	RANBP9	Ran-binding protein 9	AMP_vs_Beads_str
P08574	-1.21731144119848	14.5577295904422	-6.19425906883733	2.0107139938213e-05	0.000125240984033753	2.71883140549135	CYC1	Cytochrome c1, heme protein, mitochondrial	AMP_vs_Beads_str
P48444	-0.859659802378546	15.563745785414	-6.17417804101725	2.08204484961164e-05	0.000129433116956515	2.68310348175206	ARCN1	Coatomer subunit delta	AMP_vs_Beads_str
P06576	-0.703241957105508	18.2783774030623	-6.1711333083607	2.09308913795183e-05	0.00012986850365593	2.67768147042141	ATP5F1B	ATP synthase subunit beta, mitochondrial	AMP_vs_Beads_str
Q9P0S2	1.60209979958015	13.8677738980456	6.16801908984697	2.1044488744443e-05	0.000130295209445913	2.67213439661481	COX16	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	AMP_vs_Beads_str
P25786	-1.5780328918224	19.2140074655973	-6.16702888813376	2.10807432830973e-05	0.000130295209445913	2.67037036014844	PSMA1	Proteasome subunit alpha type-1	AMP_vs_Beads_str
Q9BT78	-1.56102730865403	15.1405289992105	-6.15872386857727	2.13874006895459e-05	0.000131936863370826	2.65556971021913	COPS4	COP9 signalosome complex subunit 4	AMP_vs_Beads_str
O43707	-2.02629400464146	17.6305244868451	-6.18881374084148	2.1570760875497e-05	0.00013272034972527	2.65796015887847	ACTN4	Alpha-actinin-4	AMP_vs_Beads_str
O00746	1.90983361032015	13.9121047586445	6.15311886998972	2.15969953037699e-05	0.00013272034972527	2.64557548157491	NME4	Nucleoside diphosphate kinase, mitochondrial	AMP_vs_Beads_str
Q16527	-2.19565292312516	12.7786091875749	-6.14483049377789	2.1910877540103e-05	0.000134392290866204	2.63078860733879	CSRP2	Cysteine and glycine-rich protein 2	AMP_vs_Beads_str
Q9Y5U2	-0.8107550139054	15.3375554947974	-6.13960489066105	2.21112205516855e-05	0.00013536278638689	2.62146100695951	TSSC4	Protein TSSC4	AMP_vs_Beads_str
O60749	1.63927690346522	12.9820917529851	6.13324741132875	2.2357543731954e-05	0.00013655579041794	2.61010795794727	SNX2	Sorting nexin-2	AMP_vs_Beads_str
Q05048	-1.21886017235176	13.4095418502133	-6.13238776069017	2.23910707997058e-05	0.00013655579041794	2.60857238525695	CSTF1	Cleavage stimulation factor subunit 1	AMP_vs_Beads_str
Q9BWE0	-1.48810626836336	14.2287147819785	-6.12759253885837	2.2579055179794e-05	0.00013744144573458	2.60000493236367	REPIN1	Replication initiator 1	AMP_vs_Beads_str
Q6IA86	-1.13835789883303	15.8255662602189	-6.12558773714836	2.26581367389714e-05	0.00013766210109462	2.59642208588759	ELP2	Elongator complex protein 2	AMP_vs_Beads_str
Q15293	-1.28786600143866	15.9081156930755	-6.1182396780173	2.29504733216592e-05	0.000139175134444929	2.58328540095532	RCN1	Reticulocalbin-1	AMP_vs_Beads_str
P78406	1.20024795901984	13.9866997921435	6.11386978386419	2.31261933093717e-05	0.000139917750957218	2.5754694858202	RAE1	mRNA export factor	AMP_vs_Beads_str
P61513	2.77635219679132	12.9080631916195	6.11303301711663	2.31600010918607e-05	0.000139917750957218	2.57397256003023	RPL37A	60S ribosomal protein L37a	AMP_vs_Beads_str
P35580	-0.839643271035159	15.7093448649655	-6.1091018353184	2.33195250806645e-05	0.000140617173750949	2.56693862147184	MYH10	Myosin-10	AMP_vs_Beads_str
Q92733	-0.952551257545929	14.5586039035322	-6.10142784536884	2.36342474745876e-05	0.000142248073751544	2.55320167303327	PRCC	Proline-rich protein PRCC	AMP_vs_Beads_str
Q8N5P1	1.85461165414817	12.5610841590464	6.09554407837604	2.38785554933818e-05	0.00014329426301895	2.54266385992584	ZC3H8	Zinc finger CCCH domain-containing protein 8	AMP_vs_Beads_str
Q9Y2D5	-2.04552718165774	13.7465229839812	-6.09509671764493	2.38972386366388e-05	0.00014329426301895	2.5418624433067	AKAP2	A-kinase anchor protein 2	AMP_vs_Beads_str
P22626	1.06680859670025	19.0272795036276	6.09359129116351	2.3960222121241e-05	0.000143404383422102	2.5391653712255	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	AMP_vs_Beads_str
Q8WVK2	1.20868555949862	14.1070015897011	6.08471343848817	2.43351961272522e-05	0.000145377918871726	2.52325377475626	SNRNP27	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	AMP_vs_Beads_str
Q9Y3E5	-1.78343929380579	13.580538607066	-6.0791430079778	2.45736016415762e-05	0.000146529787896152	2.51326447911476	PTRH2	Peptidyl-tRNA hydrolase 2, mitochondrial	AMP_vs_Beads_str
P35579	-1.30999425027741	14.298455662712	-6.07708022926772	2.46625034892582e-05	0.000146554766693486	2.50956427576058	MYH9	Myosin-9	AMP_vs_Beads_str
Q92734	-1.65460463526502	14.6691849179702	-6.07693006444806	2.46689884197809e-05	0.000146554766693486	2.50929488796783	TFG	Protein TFG	AMP_vs_Beads_str
P49720	-1.42793270078154	14.7488696350701	-6.0757116361568	2.47216726938984e-05	0.000146596782358283	2.50710897725216	PSMB3	Proteasome subunit beta type-3	AMP_vs_Beads_str
Q7LG56	-1.17818522629467	14.9527283794172	-6.0689284039135	2.50171339119765e-05	0.000148075632399802	2.49493585491711	RRM2B	Ribonucleoside-diphosphate reductase subunit M2 B	AMP_vs_Beads_str
P08621	1.10588381419619	15.877350048045	6.06452589501228	2.52108694333056e-05	0.000148948041100449	2.48703177821463	SNRNP70	U1 small nuclear ribonucleoprotein 70 kDa	AMP_vs_Beads_str
Q96B36	-2.09777727748415	13.8864082418438	-6.0452516013156	2.60776882451427e-05	0.000153786587192456	2.45239625822466	AKT1S1	Proline-rich AKT1 substrate 1	AMP_vs_Beads_str
Q6IAA8	-1.36646482376448	14.2346979355858	-6.03348550800656	2.66220998504269e-05	0.000156709576775223	2.43122781463346	LAMTOR1	Ragulator complex protein LAMTOR1	AMP_vs_Beads_str
Q5BKY9;Q8N9E0	3.07888623425826	13.4194254305673	6.02987085678603	2.67917221994814e-05	0.000157237021407726	2.42472087168038	FAM133B;FAM133A	Protein FAM133B;Protein FAM133A	AMP_vs_Beads_str
P31350	-1.34094594029415	15.1269285108937	-6.02949237518006	2.68095481429476e-05	0.000157237021407726	2.42403944165974	RRM2	Ribonucleoside-diphosphate reductase subunit M2	AMP_vs_Beads_str
Q9NXR7	-1.43537750587757	15.6830944371453	-6.02021425654234	2.7250431523301e-05	0.000159531670156447	2.40732870325715	BABAM2	BRISC and BRCA1-A complex member 2	AMP_vs_Beads_str
Q92615	-2.82192654462596	12.8380048175866	-6.01810158458508	2.73518774301815e-05	0.000159834425564733	2.40352194333799	LARP4B	La-related protein 4B	AMP_vs_Beads_str
Q9UNQ2	1.2129207775944	15.0417028631774	6.01299197822308	2.75988639380269e-05	0.00016098502485811	2.39431257624867	DIMT1	Probable dimethyladenosine transferase	AMP_vs_Beads_str
P13987	-3.37210954917613	12.0244373175734	-6.00193844794871	2.81411710007519e-05	0.000163850948544233	2.37437789741452	CD59	CD59 glycoprotein	AMP_vs_Beads_str
O43852	-1.37974912032628	16.4394687258551	-5.98874260704633	2.88031923719885e-05	0.000167402278993799	2.35055779490964	CALU	Calumenin	AMP_vs_Beads_str
Q92526	-0.670475291205062	18.0928055556006	-5.98765178962201	2.88586405485001e-05	0.000167421788308447	2.34858767360969	CCT6B	T-complex protein 1 subunit zeta-2	AMP_vs_Beads_str
P20674	-1.28689911350984	15.4752679496288	-5.98130511503622	2.91834721719747e-05	0.000169001224433742	2.33712175085996	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	AMP_vs_Beads_str
Q5RKV6	1.26903368458807	16.5740460123136	5.97827731380746	2.93397824644793e-05	0.000169600828850425	2.33164978131789	EXOSC6	Exosome complex component MTR3	AMP_vs_Beads_str
Q86UA1	-1.08942571779161	14.6340838191192	-5.97376716814926	2.9574241972189e-05	0.000170500618801442	2.32349654097048	PRPF39	Pre-mRNA-processing factor 39	AMP_vs_Beads_str
Q8IXM2	1.65573520303738	14.3149126503949	5.97324450752053	2.96015386718122e-05	0.000170500618801442	2.32255151924425	BAP18	Chromatin complexes subunit BAP18	AMP_vs_Beads_str
Q68CQ4	1.08847165390912	14.945289438108	5.95615238309745	3.05088537042953e-05	0.000175412264410742	2.29162679006019	UTP25	U3 small nucleolar RNA-associated protein 25 homolog	AMP_vs_Beads_str
P12694	-1.65285028055676	15.7474387103601	-5.95403201441811	3.06234189367144e-05	0.000175756550826072	2.28778764245348	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	AMP_vs_Beads_str
P41091	1.54316708866854	16.1347171118694	5.95258682523615	3.07017610312891e-05	0.000175892085480505	2.28517062712466	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3	AMP_vs_Beads_str
Q9Y5M8	-1.23229539227244	14.4966941894995	-5.93805256339965	3.15013817880689e-05	0.000180152030368067	2.25883553450998	SRPRB	Signal recognition particle receptor subunit beta	AMP_vs_Beads_str
P11310	-0.920331849617932	14.8356016367954	-5.93367618038515	3.17463903479989e-05	0.000181112774017669	2.25090020686094	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	AMP_vs_Beads_str
Q8IUR7	-2.30833152871053	12.8982927134927	-5.93225267152223	3.18265125735192e-05	0.000181112774017669	2.24831851755016	ARMC8	Armadillo repeat-containing protein 8	AMP_vs_Beads_str
O43567	-1.72942629758748	13.4069846222594	-5.93204123944931	3.18384310267526e-05	0.000181112774017669	2.24793503886299	RNF13	E3 ubiquitin-protein ligase RNF13	AMP_vs_Beads_str
Q13685	-0.933051379182793	15.7303106695798	-5.92234939774755	3.23897941683294e-05	0.000183923672185531	2.2303502367363	AAMP	Angio-associated migratory cell protein	AMP_vs_Beads_str
P67809	1.26480069516634	16.3816079653378	5.91438260378168	3.28504820306687e-05	0.000186210668865201	2.21588581099589	YBX1	Y-box-binding protein 1	AMP_vs_Beads_str
Q0VGL1	-1.4783646817967	13.4613102013285	-5.90210567314736	3.35738448807016e-05	0.000189975946208759	2.19357911523604	LAMTOR4	Ragulator complex protein LAMTOR4	AMP_vs_Beads_str
P04843	-0.515332523218277	17.5244815373856	-5.89723022319138	3.38657033972515e-05	0.000191290633952138	2.18471495699387	RPN1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	AMP_vs_Beads_str
Q14119	1.26442511346645	15.366274000263	5.89208736069734	3.41764414753181e-05	0.000192690813210287	2.17536112620557	VEZF1	Vascular endothelial zinc finger 1	AMP_vs_Beads_str
P21912	-1.11884393232624	17.228190428189	-5.89021674409628	3.42902032023235e-05	0.000192690813210287	2.17195796461309	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	AMP_vs_Beads_str
Q9BTE6	0.898253099438953	14.2506303677578	5.89016346723746	3.42934490218681e-05	0.000192690813210287	2.17186103255468	AARSD1	Alanyl-tRNA editing protein Aarsd1	AMP_vs_Beads_str
Q13123	-2.24955550845734	12.936028269634	-5.87434270236376	3.52716375474967e-05	0.000197841261915627	2.14305972832976	IK	Protein Red	AMP_vs_Beads_str
Q9BYD2	1.24546564659138	14.911508950353	5.87170217277585	3.54377147431745e-05	0.000198426507290179	2.13824942018265	MRPL9	39S ribosomal protein L9, mitochondrial	AMP_vs_Beads_str
P08579	1.18863438600756	14.941922526085	5.8672641165332	3.57186889232295e-05	0.000199651941216103	2.13016240111397	SNRPB2	U2 small nuclear ribonucleoprotein B''	AMP_vs_Beads_str
Q96SY0	-1.92159679602807	11.9435857029799	-5.85971426842046	3.62020246765872e-05	0.000202002269636374	2.11639897833962	INTS14	Integrator complex subunit 14	AMP_vs_Beads_str
P04637	-1.1936124417226	14.1605731653148	-5.85828460156676	3.62943168176212e-05	0.000202166263867997	2.11379182121364	TP53	Cellular tumor antigen p53	AMP_vs_Beads_str
Q9NPA3	-1.80297077152477	14.4920359984887	-5.85497295408589	3.65090444122133e-05	0.00020301049955165	2.10775160472771	MID1IP1	Mid1-interacting protein 1	AMP_vs_Beads_str
O43264	-1.81981618988698	13.4221675613845	-5.84108884722242	3.74238215701771e-05	0.000207737759113211	2.08241188176449	ZW10	Centromere/kinetochore protein zw10 homolog	AMP_vs_Beads_str
P05023	-0.73860133041044	16.8334748404315	-5.8314603663227	3.80722278455894e-05	0.000210972655682283	2.06482382885183	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	AMP_vs_Beads_str
Q9BTE1	-1.88859542108417	12.8224006978442	-5.82759883720087	3.83355557252319e-05	0.00021171755468174	2.05776659170911	DCTN5	Dynactin subunit 5	AMP_vs_Beads_str
Q96EY7	0.97540184086068	15.4645557465951	5.8275572825231	3.83383997587967e-05	0.00021171755468174	2.05769063649563	PTCD3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	AMP_vs_Beads_str
Q7L2H7	-1.0462220458166	15.6292872446793	-5.82489507046879	3.85210630666861e-05	0.000212361400851336	2.05282406130875	EIF3M	Eukaryotic translation initiation factor 3 subunit M	AMP_vs_Beads_str
P61923	-1.20726348636585	14.2832395557479	-5.82314343115724	3.86417438972756e-05	0.00021266192617439	2.04962151181145	COPZ1	Coatomer subunit zeta-1	AMP_vs_Beads_str
Q5SWX8	-1.91603451723393	12.887190486738	-5.81489389818121	3.92154285284285e-05	0.000215450234684392	2.03453322699854	ODR4	Protein odr-4 homolog	AMP_vs_Beads_str
O75323	-7.80778451696802	12.0549560231346	-5.8456277959219	3.96276008818304e-05	0.000217343189819459	2.0364760513527	NIPSNAP2	Protein NipSnap homolog 2	AMP_vs_Beads_str
Q5VTE6	2.12343227394416	14.0062848387113	5.80531404974032	3.9892789926133e-05	0.00021842491792605	2.01700036320288	ANGEL2	Protein angel homolog 2	AMP_vs_Beads_str
P28072	-1.11715648035453	14.759180350884	-5.78690984663502	4.12285558849966e-05	0.000225354725534658	1.98328284971918	PSMB6	Proteasome subunit beta type-6	AMP_vs_Beads_str
Q09028	-0.783909673934229	18.7169993998269	-5.78449296046957	4.14074058210419e-05	0.000225849944491551	1.97885161652852	RBBP4	Histone-binding protein RBBP4	AMP_vs_Beads_str
Q9P2R3	-1.48379699221772	12.5176596809538	-5.78378837605796	4.14596973397682e-05	0.000225849944491551	1.97755965128011	ANKFY1	Rabankyrin-5	AMP_vs_Beads_str
Q7Z6M1	-2.9996124609469	11.7363200719289	-5.77552321627685	4.20782726042391e-05	0.000228831756599026	1.96239924323978	RABEPK	Rab9 effector protein with kelch motifs	AMP_vs_Beads_str
Q9UJW0	-1.5892728288719	12.8749035515118	-5.77009579757714	4.24896957378179e-05	0.000230678854900923	1.95243901563388	DCTN4	Dynactin subunit 4	AMP_vs_Beads_str
Q9UNZ5	1.66093149383012	15.0885455189496	5.76834079847838	4.26236283405551e-05	0.000231015752928405	1.94921745597321	C19orf53	Leydig cell tumor 10 kDa protein homolog	AMP_vs_Beads_str
O75718	-1.36464121418792	13.3115113374725	-5.76558495748017	4.28348290826699e-05	0.000231769597090406	1.94415787468201	CRTAP	Cartilage-associated protein	AMP_vs_Beads_str
Q9Y2Q9	0.805227997920454	17.5998382299764	5.76436361897027	4.2928778059953e-05	0.000231887550730569	1.94191523670761	MRPS28	28S ribosomal protein S28, mitochondrial	AMP_vs_Beads_str
Q6IN85	-1.75453360199411	14.2668440053613	-5.7622698192624	4.30903395193022e-05	0.000232369716803754	1.93807011139509	PPP4R3A	Serine/threonine-protein phosphatase 4 regulatory subunit 3A	AMP_vs_Beads_str
P62330	-2.26315323200003	13.9549603325137	-5.7602274704048	4.32485417662201e-05	0.000232663200130297	1.93431890943233	ARF6	ADP-ribosylation factor 6	AMP_vs_Beads_str
P12074	3.11027461650149	10.150012485075	5.75969941632311	4.32895437703539e-05	0.000232663200130297	1.93334893697387	COX6A1	Cytochrome c oxidase subunit 6A1, mitochondrial	AMP_vs_Beads_str
Q9NUQ7	-2.57675565102148	12.0486228269868	-5.7541867579055	4.37200149861317e-05	0.000234584521144286	1.92322062280045	UFSP2	Ufm1-specific protease 2	AMP_vs_Beads_str
P49023	-2.96930801086383	12.6278441025654	-5.75111336100599	4.39619449933682e-05	0.000235489485347809	1.91757216629592	PXN	Paxillin	AMP_vs_Beads_str
Q8NC60	1.25147282999752	14.6952170669853	5.74874072877886	4.4149666959933e-05	0.000236101546770757	1.91321075374129	NOA1	Nitric oxide-associated protein 1	AMP_vs_Beads_str
Q9Y2A7	-0.996355078917301	14.887996917312	-5.73624075495701	4.51525528952315e-05	0.000241063629576867	1.89022073322442	NCKAP1	Nck-associated protein 1	AMP_vs_Beads_str
P43243	-0.988309680575311	14.7804541076437	-5.73524513349559	4.52334470270945e-05	0.000241095022794497	1.88838868820543	MATR3	Matrin-3	AMP_vs_Beads_str
P67812	-0.659596524477584	14.6302373454602	-5.73132025066051	4.55538178063335e-05	0.000242400613293966	1.8811652216408	SEC11A	Signal peptidase complex catalytic subunit SEC11A	AMP_vs_Beads_str
Q96A72	1.92920572848029	13.9441645200595	5.72792807755088	4.5832611129243e-05	0.000243481011850226	1.87492052235948	MAGOHB	Protein mago nashi homolog 2	AMP_vs_Beads_str
O00743	-0.788794143412954	15.6278813592701	-5.72392019256189	4.61643015013092e-05	0.000244838391130706	1.86754038346482	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	AMP_vs_Beads_str
O95819	1.56904239561537	15.2305136474196	5.71555556618766	4.68646382319539e-05	0.000248143240984349	1.85213086117968	MAP4K4	Mitogen-activated protein kinase kinase kinase kinase 4	AMP_vs_Beads_str
Q9UGV2	-1.72311535428383	12.6102293805869	-5.70634116586481	4.76489555201636e-05	0.000251881156318759	1.83514513991668	NDRG3	Protein NDRG3	AMP_vs_Beads_str
O75818	1.60320971841756	17.0336328316137	5.70515690639918	4.78021916870059e-05	0.000252276262860488	1.83207246170257	RPP40	Ribonuclease P protein subunit p40	AMP_vs_Beads_str
A4FU69	-1.12727143682213	16.1935253905673	-5.69725681553035	4.84356019791113e-05	0.00025520004059158	1.81838815897167	EFCAB5	EF-hand calcium-binding domain-containing protein 5	AMP_vs_Beads_str
Q9HBH5	1.53463990493724	14.014605447536	5.69194692783383	4.89016598191068e-05	0.000257233935611472	1.80858849834776	RDH14	Retinol dehydrogenase 14	AMP_vs_Beads_str
Q14197	0.772147808147256	15.8010794641592	5.68963225345678	4.91062828841897e-05	0.000257888224166316	1.80431548736714	MRPL58	Peptidyl-tRNA hydrolase ICT1, mitochondrial	AMP_vs_Beads_str
Q8IWX8	-1.14847957443339	15.0070971969609	-5.67952704056052	5.00101134620639e-05	0.000261858876191281	1.78565245480496	CHERP	Calcium homeostasis endoplasmic reticulum protein	AMP_vs_Beads_str
P62249	1.54102177695526	16.9177654896134	5.67935875515744	5.00253111329952e-05	0.000261858876191281	1.78534153929882	RPS16	40S ribosomal protein S16	AMP_vs_Beads_str
Q16698	-1.17044972481257	16.4413607902754	-5.67598405798655	5.03310942280656e-05	0.000263025241050113	1.77910583387249	DECR1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial	AMP_vs_Beads_str
Q9ULX3	0.867151506471954	14.7744844806706	5.6750968521491	5.0411807245448e-05	0.000263025241050113	1.7774662217169	NOB1	RNA-binding protein NOB1	AMP_vs_Beads_str
Q6PKG0	0.851328017836897	16.5121051245074	5.66029872569899	5.1778122477927e-05	0.000269350917471145	1.75010308386839	LARP1	La-related protein 1	AMP_vs_Beads_str
Q9Y5L4	-1.12126075868325	17.2667588904823	-5.66015258124866	5.17918067819438e-05	0.000269350917471145	1.74983270536626	TIMM13	Mitochondrial import inner membrane translocase subunit Tim13	AMP_vs_Beads_str
Q8WUA4	0.724668762430376	14.1710132928924	5.65697855017126	5.20899399334719e-05	0.000270463759202227	1.74395981101414	GTF3C2	General transcription factor 3C polypeptide 2	AMP_vs_Beads_str
Q9Y4X5	-1.57242691597788	13.4020859262479	-5.65575206882094	5.22056202946869e-05	0.000270627199398587	1.74169010412275	ARIH1	E3 ubiquitin-protein ligase ARIH1	AMP_vs_Beads_str
Q9BVG4	-1.00325527671165	16.255711599165	-5.64635462350499	5.3100905468581e-05	0.000274824976128855	1.72429279035695	PBDC1	Protein PBDC1	AMP_vs_Beads_str
O75934	-1.01465889964402	15.0786746701671	-5.63876626021275	5.38355058364966e-05	0.000278178964241962	1.71023614658831	BCAS2	Pre-mRNA-splicing factor SPF27	AMP_vs_Beads_str
Q9UIL1	-1.53974237212467	13.2497638955754	-5.637178319398	5.39905629903623e-05	0.000278532374720745	1.70729369917666	SCOC	Short coiled-coil protein	AMP_vs_Beads_str
O00264	-1.03423574493799	15.8933315799039	-5.62236872041688	5.54592650012492e-05	0.000285650765567331	1.67983569277266	PGRMC1	Membrane-associated progesterone receptor component 1	AMP_vs_Beads_str
Q8IY67	-1.656333631594	12.6331131953191	-5.61178043679509	5.65347938933264e-05	0.000290724524117042	1.66018672823265	RAVER1	Ribonucleoprotein PTB-binding 1	AMP_vs_Beads_str
Q9BUF5	-0.598403067796037	14.7122243153565	-5.60233251515664	5.75128243810327e-05	0.000295281497700701	1.64264162319043	TUBB6	Tubulin beta-6 chain	AMP_vs_Beads_str
Q9Y2T2	-1.0220842628944	14.077260781125	-5.59977704539474	5.77803769153689e-05	0.000296182027760759	1.63789403347356	AP3M1	AP-3 complex subunit mu-1	AMP_vs_Beads_str
O75496	-1.34716016022763	13.6002441134434	-5.59554748132196	5.82260547238411e-05	0.000297991305545263	1.63003441954547	GMNN	Geminin	AMP_vs_Beads_str
P34931	-1.44306092979907	14.3120919990643	-5.59147839166102	5.86582015349848e-05	0.000299725691150145	1.62247081277573	HSPA1L	Heat shock 70 kDa protein 1-like	AMP_vs_Beads_str
Q9H2W6	0.982907259821005	17.2385454484411	5.58943005960612	5.88770013559402e-05	0.000300366162473003	1.61866256755785	MRPL46	39S ribosomal protein L46, mitochondrial	AMP_vs_Beads_str
P51665	-1.14390203679169	15.5220884114434	-5.58195614146588	5.96825869201379e-05	0.00030399339835392	1.60476248829294	PSMD7	26S proteasome non-ATPase regulatory subunit 7	AMP_vs_Beads_str
P18621	1.55432398752041	15.7163859485446	5.5807749818578	5.98109458919123e-05	0.000304165158380706	1.60256509066266	RPL17	60S ribosomal protein L17	AMP_vs_Beads_str
P62854;Q5JNZ5	2.07478028697769	16.2993424277987	5.61004346856122	6.01226189478594e-05	0.000305267136332417	1.60901402970939	RPS26;RPS26P11	40S ribosomal protein S26;Putative 40S ribosomal protein S26-like 1	AMP_vs_Beads_str
P83731	1.82727394992461	16.626288290025	5.58813277170635	6.11561157412453e-05	0.000310024851722969	1.58701924508996	RPL24	60S ribosomal protein L24	AMP_vs_Beads_str
P63172	-1.35598393108941	15.2114829346884	-5.56111150319975	6.19905463931234e-05	0.00031376002536614	1.56595712990233	DYNLT1	Dynein light chain Tctex-type 1	AMP_vs_Beads_str
Q13330	-1.24857055934211	15.3734618338023	-5.55156052368484	6.30788994712182e-05	0.000318766639780653	1.54815780272772	MTA1	Metastasis-associated protein MTA1	AMP_vs_Beads_str
O75648	-2.28808156307971	13.419381581241	-5.54525453713029	6.38083624788867e-05	0.0003219467456941	1.53639943306212	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	AMP_vs_Beads_str
Q15738	-1.08995034839628	14.3469049417213	-5.54271878702029	6.41041623540277e-05	0.000322932253614177	1.53166973685201	NSDHL	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	AMP_vs_Beads_str
P62280	1.75399132816914	14.8882171402761	5.54084046379884	6.43241919137231e-05	0.000323533572473718	1.52816574309745	RPS11	40S ribosomal protein S11	AMP_vs_Beads_str
P61421	-1.31018123169062	15.6935188944204	-5.53780570333784	6.46813502996694e-05	0.000324784222936253	1.52250346684953	ATP6V0D1	V-type proton ATPase subunit d 1	AMP_vs_Beads_str
O60934	1.67416307420575	14.26643969995	5.53701328007709	6.47749492539322e-05	0.000324784222936253	1.52102476305382	NBN	Nibrin	AMP_vs_Beads_str
P26641	-0.594410591725708	18.806802906436	-5.53523991559897	6.49849253828755e-05	0.000325329517415205	1.51771527819525	EEF1G	Elongation factor 1-gamma	AMP_vs_Beads_str
P48556	-0.71514594266827	15.054979179074	-5.53368044736011	6.51701602707921e-05	0.000325749448072047	1.51480463602667	PSMD8	26S proteasome non-ATPase regulatory subunit 8	AMP_vs_Beads_str
Q9NWU2	-0.990841941775383	14.4150087903955	-5.5224332257698	6.65224895054982e-05	0.000331992672780545	1.49380319899871	GID8	Glucose-induced degradation protein 8 homolog	AMP_vs_Beads_str
Q96I25	-2.17898828266642	12.9891183218579	-5.51432882669629	6.75150118108323e-05	0.000336423640248085	1.47866014835222	RBM17	Splicing factor 45	AMP_vs_Beads_str
Q13888;Q6P1K8	1.23295380499699	13.577953930358	5.50577371601063	6.85794610060958e-05	0.00034076352051839	1.46266581228475	GTF2H2;GTF2H2C	General transcription factor IIH subunit 2;General transcription factor IIH subunit 2-like protein	AMP_vs_Beads_str
Q6PCB5	2.30629402269634	11.9339698495321	5.5056258785821	6.85980080197256e-05	0.00034076352051839	1.46238933824496	RSBN1L	Lysine-specific demethylase RSBN1L	AMP_vs_Beads_str
Q14257	2.70767966558178	11.464469423127	5.50198027268927	6.90570237992839e-05	0.000342514312485954	1.45557072573618	RCN2	Reticulocalbin-2	AMP_vs_Beads_str
P55060	-0.894618423312441	16.7606778922928	-5.48362034017963	7.14177582682114e-05	0.000353677465445349	1.42120515571868	CSE1L	Exportin-2	AMP_vs_Beads_str
